ID,Parity,maxDIM,Parity_class,Lac_len_group,a,b,b0,c,Tp,Mp,MY_tmax,t_max,Persistency,Model
1642_1,1,374,Primiparous,Group1,37.0534360241995,21.0033973848116,0.0380925825899012,0.0606568088000118,67.7158574476194,31.3536559771492,14.3677758853242,374,-0.0554579154842143,Wilmink
1665_5,5,484,Multiparous,Group2,19.3063069176773,0.0430146881107786,0.034230460765416,0.00296242518402288,78.1623539300329,49.3510159376332,16.1713013007817,484,-0.0817561282403339,Dijkstra
1665_5,5,484,Multiparous,Group2,12.2982396766548,0.392905971802526,,0.00467195948470739,84.0987540856496,47.366071962741,14.5443968591496,484,-0.0820744507273204,Wood
1665_5,5,484,Multiparous,Group2,55.8208453114425,47.3011185787141,0.0456445746204092,0.0880224268223528,70.103119392271,47.721767304877,13.2179907173886,484,-0.0833632196909195,Wilmink
1669_2,2,344,Multiparous,Group1,30.784573612501,0.0545566191275426,0.0764454397317358,0.00296864629714267,38.0811857318333,53.9899554151599,22.6343076647601,344,-0.102496630765944,Dijkstra
1669_2,2,344,Multiparous,Group1,34.6776839700583,0.153235851813959,,0.00398035084129682,38.4980766579949,52.0531121541354,21.5818217975582,344,-0.0997417300134805,Wood
1669_2,2,344,Multiparous,Group1,57.1680321116926,43.5571535910192,0.126023457079333,0.106637160791689,31.2728284745331,52.9870173293148,20.4848487993518,344,-0.10393138649072,Wilmink
1670_2,2,326,Multiparous,Group1,23.3902311275397,0.0224581357672988,0.0326376272348073,0.00245195794399338,67.8592858902953,36.5583376697393,20.9276102025812,326,-0.0605511901563706,Dijkstra
1670_2,2,326,Multiparous,Group1,17.2434008862539,0.23238234448292,,0.00359361546792873,64.6653339949193,36.013775192761,20.5053053697119,326,-0.0593433319051042,Wood
1670_2,2,326,Multiparous,Group1,42.5628270027387,20.3850247022157,0.0366884991405677,0.0685503245194135,65.1347369070409,36.2293778735538,20.2152909066863,326,-0.0613883457574837,Wilmink
1687_1,1,406,Primiparous,Group2,22.7286588647986,0.0414844837031021,0.0511601744473163,0.00169750622619905,62.4735794369655,44.4903214934383,25.6697603727975,406,-0.0547863570138046,Dijkstra
1687_1,1,406,Primiparous,Group2,21.9616041733659,0.202724979163046,,0.00272817204047225,74.3079894360161,42.9464583523229,24.5152564123927,406,-0.0555672170354398,Wood
1687_1,1,406,Primiparous,Group2,48.4639015303367,30.3710750783796,0.0561863341032222,0.0582811652134379,60.1015410436639,43.9238300461814,24.8017484499183,406,-0.0552823555616852,Wilmink
1703_1,1,499,Primiparous,Group2,28.2206684698471,0.032896534329179,0.0463165817929879,0.000945151578705577,76.6416073654661,52.3244782472762,35.8261447797904,499,-0.0390624023464398,Dijkstra
1703_1,1,499,Primiparous,Group2,27.6494802012687,0.168194399319095,,0.00165290704964427,101.756719686865,50.851286070218,34.457678513846,499,-0.0412684326427105,Wood
1703_1,1,499,Primiparous,Group2,55.9433465742415,31.3793689972877,0.0474123484358674,0.0414010964763947,75.5441588891471,51.9425221955502,35.2841994308541,499,-0.0393389844877242,Wilmink
1705_3,3,378,Multiparous,Group1,37.9129889805063,0.0222863211225652,0.0204406779738811,0.00549957462665483,68.456747903907,59.1486007993293,14.1012924164341,378,-0.145528316569185,Dijkstra
