ID,sigma,isConv,finTol,logLik,AIC,BIC,deviance,df.residual,nobs,Model
1414_2,1.59409359443724,TRUE,1.49011611938477e-08,-588.574083575202,1185.1481671504,1200.13297991256,787.751660226013,310,313,Wood
1459_1,3.19966158555482,TRUE,1.49011611938477e-08,-1013.2137935867,2034.4275871734,2050.32282562088,3992.75536220932,390,393,Wood
1525_4,1.37279644346456,TRUE,1.49011611938477e-08,-711.903527970282,1431.80705594056,1447.88142879855,768.90459067709,408,411,Wood
1607_2,1.71565393609293,TRUE,1.49011611938477e-08,-699.720038256441,1407.44007651288,1422.96220845848,1044.93129209306,355,358,Wood
1705_3,1.72079197446184,TRUE,1.49011611938477e-08,-653.708761081026,1315.41752216205,1330.66208613396,980.132381412218,331,334,Wood
1797_2,1.54326911830702,TRUE,1.49011611938477e-08,-678.486667473491,1364.97333494698,1380.5947823392,866.93136403333,364,367,Wood
1898_4,1.34839533830142,TRUE,1.49011611938477e-08,-534.463121372889,1076.92624274578,1091.89825549702,561.814526401077,309,312,Wood
1975_1,1.63942249999898,TRUE,1.49011611938477e-08,-717.888233594628,1443.77646718926,1459.49482376282,1002.51438779658,373,376,Wood
1025_4,1.99881543615757,TRUE,1.49011611938477e-08,-792.415448332805,1592.83089666561,1608.54925323917,1490.23315413753,373,376,Wood
1112_1,2.3766136794351,TRUE,1.49011611938477e-08,-736.423695034921,1480.84739006984,1495.95799936273,1807.45362600898,320,323,Wood
1183_4,1.69948475254524,TRUE,1.49011611938477e-08,-604.7137140526,1217.4274281052,1232.38659975392,889.580514633196,308,311,Wood
1369_1,1.88085339830451,TRUE,1.49011611938477e-08,-646.502703330923,1301.00540666185,1316.02837551619,1107.27177535096,313,316,Wood
1416_3,1.54549362842179,TRUE,1.49011611938477e-08,-569.611470101051,1147.2229402021,1162.143339334,728.507919425162,305,308,Wood
1495_1,1.48835156528658,TRUE,1.49011611938477e-08,-654.289115407878,1316.57823081576,1332.13374264909,793.038156716985,358,361,Wood
1528_3,2.57181857566897,TRUE,1.49011611938477e-08,-828.100234382287,1664.20046876457,1679.64361365844,2301.75927358227,348,351,Wood
1642_1,1.5170774715252,TRUE,1.49011611938477e-08,-606.117904749831,1220.23580949966,1235.44428300117,754.899889911845,328,331,Wood
1719_5,2.2525508830791,TRUE,1.49011611938477e-08,-839.58169103935,1687.1633820787,1702.89236282849,1897.6705698418,374,377,Wood
1807_2,1.39600756069039,TRUE,1.49011611938477e-08,-603.124899162032,1214.24979832406,1229.62397599219,666.502291450615,342,345,Wood
1917_1,1.72182536758103,TRUE,1.49011611938477e-08,-701.005500452043,1410.01100090409,1425.53313284969,1052.46232173817,355,358,Wood
1978_2,2.96614316370682,TRUE,1.49011611938477e-08,-702.734428805024,1413.46885761005,1428.02227628738,2445.84546439411,278,281,Wood
1035_2,1.62736347271528,TRUE,1.49011611938477e-08,-656.028849488999,1320.057698978,1335.43187664612,905.722660336151,342,345,Wood
1117_1,1.58862922598889,TRUE,1.49011611938477e-08,-706.054564832437,1420.10912966487,1435.82748623843,941.356070989444,373,376,Wood
1206_3,1.36815232688426,TRUE,1.49011611938477e-08,-570.185039980391,1148.37007996078,1163.56645057862,612.091938185736,327,330,Wood
1375_2,1.62308580043315,TRUE,1.49011611938477e-08,-721.735768153364,1451.47153630673,1467.23222131761,993.171633369025,377,380,Wood
1422_1,3.18251298090023,TRUE,1.49011611938477e-08,-1152.81608438477,2313.63216876955,2330.05134169921,4507.13304875131,445,448,Wood
1509_1,1.98117240256032,TRUE,1.49011611938477e-08,-643.999211741778,1295.99842348356,1310.90581447391,1193.21340295466,304,307,Wood
1529_3,1.78341740052689,TRUE,1.49011611938477e-08,-749.542683186466,1507.08536637293,1522.80372294649,1186.35545393928,373,376,Wood
1665_5,1.84786984220735,TRUE,1.49011611938477e-08,-868.606765213081,1745.21353042616,1761.45002320849,1451.21475533925,425,428,Wood
1722_3,1.62864334537315,TRUE,1.49011611938477e-08,-681.087231239552,1370.1744624791,1385.69659442471,941.630096982026,355,358,Wood
1836_1,1.84561189306662,TRUE,1.49011611938477e-08,-642.557418514819,1293.11483702964,1308.15044412515,1069.57294358629,314,317,Wood
1925_2,1.90085951270511,TRUE,1.49011611938477e-08,-647.784889506144,1303.56977901229,1318.58006956759,1127.33926875695,312,315,Wood
1039_7,1.50111546085654,TRUE,1.49011611938477e-08,-712.126695077614,1432.25339015523,1448.12822039517,874.298879207142,388,391,Wood
1135_6,1.55970844712663,TRUE,1.49011611938477e-08,-585.475606366512,1178.95121273302,1193.96150328833,758.999417291904,312,315,Wood
1215_8,1.60524969954681,TRUE,1.49011611938477e-08,-586.972470917799,1181.9449418356,1196.90411348431,793.662592151703,308,311,Wood
1376_7,1.63340603671002,TRUE,1.49011611938477e-08,-643.940118337478,1295.88023667496,1311.17242025689,893.785119054842,335,338,Wood
1428_3,1.39055855003662,TRUE,1.49011611938477e-08,-551.064349163318,1110.12869832664,1125.15166718098,605.233414378024,313,316,Wood
1512_1,1.54263511339787,TRUE,1.49011611938477e-08,-637.581997185008,1283.16399437002,1298.53817203814,813.865297836115,342,345,Wood
1530_1,1.66300485772409,TRUE,1.49011611938477e-08,-555.558345373626,1119.11669074725,1133.7823974997,790.957354848782,286,289,Wood
1669_2,1.67979639700648,TRUE,1.49011611938477e-08,-585.588696362023,1179.17739272405,1194.03232394608,846.514780618789,300,303,Wood
1738_3,1.63907677320834,TRUE,1.49011611938477e-08,-702.504228233731,1413.00845646746,1428.64078822014,980.599023991943,365,368,Wood
1854_3,1.5856537436447,TRUE,1.49011611938477e-08,-673.390474482134,1354.78094896427,1370.31423851822,895.090014925469,356,359,Wood
1950_3,1.69359475378913,TRUE,1.49011611938477e-08,-704.816218411512,1417.63243682302,1433.21004816008,1032.57474842234,360,363,Wood
1048_1,1.55397541844162,TRUE,1.49011611938477e-08,-738.676794940721,1485.35358988144,1501.29939790258,953.861642442723,395,398,Wood
1138_5,1.74197580625572,TRUE,1.49011611938477e-08,-999.292515732879,2006.58503146576,2023.49907548012,1529.37777362846,504,507,Wood
1300_2,1.85069115065919,TRUE,1.49011611938477e-08,-718.705792835497,1445.41158567099,1460.88877332353,1202.19526503001,351,354,Wood
1389_5,1.57616330706064,TRUE,1.49011611938477e-08,-633.756319043437,1275.51263808687,1290.8166385164,834.721698896178,336,339,Wood
1429_2,1.40530867289186,TRUE,1.49011611938477e-08,-515.695773788964,1039.39154757793,1054.12586664728,574.693707636576,291,294,Wood
1514_3,1.57353971384792,TRUE,1.49011611938477e-08,-753.017671473702,1514.0353429474,1530.03108919519,990.410892422639,400,403,Wood
1560_1,1.55428743386137,TRUE,1.49011611938477e-08,-653.197989038616,1314.39597807723,1329.85050277962,843.117490043717,349,352,Wood
1670_2,1.49572345012819,TRUE,1.49011611938477e-08,-528.562838499676,1065.12567699935,1079.81897006804,644.310328107849,288,291,Wood
1767_5,1.64285405230742,TRUE,1.49011611938477e-08,-553.950513563629,1115.90102712726,1130.58055081918,774.604228471497,287,290,Wood
1856_7,1.40665779173062,TRUE,1.49011611938477e-08,-556.462012194672,1120.92402438934,1135.95963148485,621.307448913448,314,317,Wood
1966_2,1.93526995169006,TRUE,1.49011611938477e-08,-680.465896165473,1368.93179233095,1384.10384676448,1217.2126804222,325,328,Wood
1001_8,1.57263170622409,TRUE,1.49011611938477e-08,-610.029968347103,1230.05993669421,1249.00973754869,798.834066145081,323,327,Wilmink
1063_1,1.53195895593625,TRUE,1.49011611938477e-08,-826.614168085119,1663.22833617024,1683.76345060895,1044.36971798961,445,449,Wilmink
1141_4,1.35531444474019,TRUE,1.49011611938477e-08,-473.525644070075,957.05128814015,975.153292468736,499.630610401024,272,276,Wilmink
1313_5,1.33587320416481,TRUE,1.49011611938477e-08,-556.6749157434,1123.3498314868,1142.29963234129,576.411981286591,323,327,Wilmink
1404_1,1.31072588628115,TRUE,1.49011611938477e-08,-501.463305172785,1012.92661034557,1031.4120777781,505.092690596448,294,298,Wilmink
1450_6,1.41634688235786,TRUE,1.49011611938477e-08,-632.348764886303,1274.69752977261,1294.11414171505,712.143664363511,355,359,Wilmink
1517_1,1.35827948484212,TRUE,1.49011611938477e-08,-496.556503510136,1003.11300702027,1021.44514046083,525.803100298751,285,289,Wilmink
1581_2,1.65579055250732,TRUE,1.49011611938477e-08,-653.805209444284,1317.61041888857,1336.76983127499,923.933473221327,337,341,Wilmink
1687_1,1.3876226791126,TRUE,1.49011611938477e-08,-623.246666651271,1256.49333330254,1275.89599823455,681.625831654022,354,358,Wilmink
1776_4,1.46524663426757,FALSE,1.49011611938477e-08,-516.663069567199,1043.3261391344,1061.64094153508,609.733146582017,284,288,Wilmink
1876_4,1.37583269074166,TRUE,1.49011611938477e-08,-581.955218466353,1173.91043693271,1192.99599273252,628.447976847262,332,336,Wilmink
1970_3,1.47059886268073,TRUE,1.49011611938477e-08,-656.670968190852,1323.3419363817,1342.84142314962,780.720626385345,361,365,Wilmink
1002_1,1.56157946966689,TRUE,1.49011611938477e-08,-652.475865968404,1314.95173193681,1334.25566305414,846.170062709538,347,351,Wilmink
1077_3,1.72709443308016,TRUE,1.49011611938477e-08,-754.660457208639,1519.32091441728,1539.08713108872,1136.46782387583,381,385,Wilmink
1152_5,1.51915159058843,TRUE,1.49011611938477e-08,-674.038372739339,1358.07674547868,1377.61716016952,840.047046088194,364,368,Wilmink
1316_3,1.79184573262284,TRUE,1.49011611938477e-08,-788.852783680702,1587.70556736141,1607.59999618591,1255.3880516418,391,395,Wilmink
1407_1,1.46161020888634,TRUE,1.49011611938477e-08,-557.31344978849,1124.62689957698,1143.32586413788,655.845451635279,307,311,Wilmink
1456_1,1.37323536505963,TRUE,1.49011611938477e-08,-586.528742412952,1183.0574848259,1202.18748536281,631.734748229903,335,339,Wilmink
1523_1,1.52943371497583,TRUE,1.49011611938477e-08,-589.858815857392,1189.71763171478,1208.57483733044,741.516093856014,317,321,Wilmink
1603_3,1.38326692619093,TRUE,1.49011611938477e-08,-545.41053567024,1100.82107134048,1119.56803627002,593.16249061905,310,314,Wilmink
1703_1,1.30678621797661,TRUE,1.49011611938477e-08,-741.741514371425,1493.48302874285,1513.92825312008,746.260625918713,437,441,Wilmink
1789_2,1.60233426652534,TRUE,1.49011611938477e-08,-572.668330350541,1155.33666070108,1173.92179920811,770.242530504392,300,304,Wilmink
1877_5,1.72035061178555,TRUE,1.49011611938477e-08,-713.924286638025,1437.84857327605,1457.34806004396,1068.41784811701,361,365,Wilmink
1971_3,1.6315293582675,TRUE,1.49011611938477e-08,-820.535354637029,1651.07070927406,1671.40124972458,1136.6261960215,427,431,Wilmink
1024_1,1.38854835670984,TRUE,1.49011611938477e-08,-602.518645309982,1215.03729061996,1234.26948449525,659.398756311184,342,346,Wilmink
1104_6,1.45377887847739,TRUE,1.49011611938477e-08,-589.712371422232,1189.42474284446,1208.42020611677,688.992206967276,326,330,Wilmink
1181_3,1.72403309366281,TRUE,1.49011611938477e-08,-618.486382681728,1246.97276536346,1265.75147643139,927.354513709898,312,316,Wilmink
1346_2,1.59438678585234,TRUE,1.49011611938477e-08,-578.698641891627,1167.39728378326,1186.04778269812,772.789043761765,304,308,Wilmink
1414_2,1.47620773270221,TRUE,1.49011611938477e-08,-564.021002320209,1138.04200464042,1156.77302059312,673.369484457749,309,313,Wilmink
1459_1,1.58048466508063,TRUE,1.49011611938477e-08,-735.521095008481,1481.04219001696,1500.91123807631,971.695461079906,389,393,Wilmink
1525_4,1.35330131923498,TRUE,1.49011611938477e-08,-705.520770066018,1421.04154013203,1441.13450620452,745.389755481754,407,411,Wilmink
1607_2,1.36586193672731,TRUE,1.49011611938477e-08,-617.588012941878,1245.17602588376,1264.57869081576,660.414905890971,354,358,Wilmink
1705_3,2.14606735191449,TRUE,1.49011611938477e-08,-726.968165103315,1463.93633020663,1482.99203517151,1519.84967605458,330,334,Wilmink
1797_2,1.43702515546892,TRUE,1.49011611938477e-08,-651.804528939236,1313.60905787847,1333.13586711874,749.609990974525,363,367,Wilmink
1898_4,1.3451278026189,TRUE,1.49011611938477e-08,-533.200468276587,1076.40093655317,1095.11595249222,557.285592056532,308,312,Wilmink
1975_1,1.4562587488816,TRUE,1.49011611938477e-08,-672.837537075706,1355.67507415141,1375.32301986836,788.89651025424,372,376,Wilmink
