ID,sigma,isConv,finTol,logLik,AIC,BIC,deviance,df.residual,nobs,Model
1025_4,1.34538095235499,TRUE,1.49011611938477e-08,-643.060804678063,1296.12160935613,1315.76955507307,673.338565388981,372,376,Wilmink
1112_1,1.38255299653021,TRUE,1.49011611938477e-08,-560.934626492403,1131.86925298481,1150.75751460092,609.753439440473,319,323,Wilmink
1183_4,1.38178195166975,TRUE,1.49011611938477e-08,-539.846204680482,1089.69240936096,1108.39137392186,586.161658121799,307,311,Wilmink
1369_1,1.32536577264216,TRUE,1.49011611938477e-08,-535.385368888405,1080.77073777681,1099.54944884474,548.057462562902,312,316,Wilmink
1416_3,1.38260523944983,TRUE,1.49011611938477e-08,-534.802596483806,1079.60519296761,1098.25569188248,581.125563438855,304,308,Wilmink
1495_1,1.40868860498116,TRUE,1.49011611938477e-08,-633.925620342372,1277.85124068474,1297.29563047641,708.432080131948,357,361,Wilmink
1528_3,1.42210768800233,TRUE,1.49011611938477e-08,-619.637102341321,1249.27420468264,1268.57813579997,701.769425867539,347,351,Wilmink
1642_1,1.50609066553999,TRUE,1.49011611938477e-08,-603.20670802742,1216.41341605484,1235.42400793173,741.737073354323,327,331,Wilmink
1719_5,2.03612615174827,TRUE,1.49011611938477e-08,-800.994635908936,1611.98927181787,1631.65049775511,1546.38702027579,373,377,Wilmink
1807_2,1.37952407502882,TRUE,1.49011611938477e-08,-598.521914798222,1207.04382959644,1226.2615516816,648.952555692188,341,345,Wilmink
1917_1,1.41580911842957,TRUE,1.49011611938477e-08,-630.445761220546,1270.89152244109,1290.2941873731,709.598472779226,354,358,Wilmink
1978_2,1.58570722956517,TRUE,1.49011611938477e-08,-526.256929558079,1062.51385911616,1080.70563246283,696.507474756987,277,281,Wilmink
1035_2,1.80640484376146,TRUE,1.49011611938477e-08,-691.533924918818,1393.06784983764,1412.28557192279,1112.71657471161,341,345,Wilmink
1117_1,1.62171243877767,TRUE,1.49011611938477e-08,-713.299651253909,1436.59930250782,1456.24724822477,978.341859080067,372,376,Wilmink
1206_3,1.35757568536729,TRUE,1.49011611938477e-08,-567.118669069574,1144.23733813915,1163.23280141145,600.821827729156,326,330,Wilmink
1375_2,1.83301430383564,TRUE,1.49011611938477e-08,-767.451515333455,1544.90303066691,1564.60388693051,1263.33798071284,376,380,Wilmink
1422_1,1.68766336881657,TRUE,1.49011611938477e-08,-868.134018502241,1746.26803700448,1766.79200316656,1264.60419502171,444,448,Wilmink
1509_1,1.32918139946966,TRUE,1.49011611938477e-08,-520.961908016818,1051.92381603364,1070.55805477157,535.317127386927,303,307,Wilmink
1529_3,1.61628095096247,TRUE,1.49011611938477e-08,-712.038227224793,1434.07645444959,1453.72440016654,971.799449829219,372,376,Wilmink
1665_5,1.92961166499484,TRUE,1.49011611938477e-08,-886.628722545468,1783.25744509094,1803.55306106885,1578.72209933808,424,428,Wilmink
1722_3,1.40586645990712,TRUE,1.49011611938477e-08,-627.922801805756,1265.84560361151,1285.24826854351,699.667018094494,354,358,Wilmink
1836_1,1.82557229408221,TRUE,1.49011611938477e-08,-638.591036571978,1287.18207314396,1305.97658201334,1043.13954488815,313,317,Wilmink
1925_2,1.88370077494475,TRUE,1.49011611938477e-08,-644.422907860962,1298.84581572192,1317.60867891605,1103.53019756304,311,315,Wilmink
1039_7,1.99244420857614,TRUE,1.49011611938477e-08,-822.335259048268,1654.67051809654,1674.51405589646,1536.32572869968,387,391,Wilmink
1135_6,1.51119414569756,TRUE,1.49011611938477e-08,-575.016382437927,1160.03276487585,1178.79562806998,710.233109003066,311,315,Wilmink
1215_8,1.43235372986074,TRUE,1.49011611938477e-08,-551.025137177729,1112.05027435546,1130.74923891635,629.852622685912,307,311,Wilmink
1376_7,1.57270674649633,TRUE,1.49011611938477e-08,-630.635079613316,1271.27015922663,1290.38538870405,826.117774498678,334,338,Wilmink
1428_3,1.44367473618577,TRUE,1.49011611938477e-08,-562.404407574829,1134.80881514966,1153.58752621759,650.269384097127,312,316,Wilmink
1512_1,1.39837236786416,TRUE,1.49011611938477e-08,-603.203702585082,1216.40740517016,1235.62512725532,666.806840209256,341,345,Wilmink
1530_1,1.42035111572651,TRUE,1.49011611938477e-08,-509.47055274397,1028.94110548794,1047.2732389285,574.958228204479,285,289,Wilmink
1669_2,1.70524107805342,TRUE,1.49011611938477e-08,-589.638125029392,1189.27625005878,1207.84491408633,869.44629314996,299,303,Wilmink
1738_3,2.06837303884909,TRUE,1.49011611938477e-08,-787.606967455659,1585.21393491132,1604.75434960216,1557.25279813296,364,368,Wilmink
1854_3,1.3506519416821,TRUE,1.49011611938477e-08,-615.298582934811,1240.59716586962,1260.01377781206,647.61253698722,355,359,Wilmink
1950_3,1.47270281718875,TRUE,1.49011611938477e-08,-653.580655664143,1317.16131132829,1336.63332549961,778.618438004289,359,363,Wilmink
1048_1,1.39977200831345,TRUE,1.49011611938477e-08,-696.578548231771,1403.15709646354,1423.08935648996,771.988500051601,394,398,Wilmink
1138_5,3.187434509004,FALSE,1.49011611938477e-08,-1305.11660163256,2620.23320326512,2641.37575828308,5110.34859084235,503,507,Wilmink
1300_2,1.81302942554574,TRUE,1.49011611938477e-08,-710.922558802775,1431.84511760555,1451.19160217122,1150.47649426315,350,354,Wilmink
1389_5,1.41439755999106,TRUE,1.49011611938477e-08,-596.540819857273,1203.08163971455,1222.21164025145,670.174353332405,335,339,Wilmink
1429_2,1.41147785208878,TRUE,1.49011611938477e-08,-516.477558239004,1042.95511647801,1061.3730153147,577.758220811777,290,294,Wilmink
1514_3,1.4707267592809,TRUE,1.49011611938477e-08,-725.282176245316,1460.56435249063,1480.55903530036,863.051842985494,399,403,Wilmink
1560_1,1.33253265259999,TRUE,1.49011611938477e-08,-598.507559519218,1207.01511903844,1226.33327491643,617.923858045319,348,352,Wilmink
1670_2,1.41994192594999,TRUE,1.49011611938477e-08,-512.926488487667,1035.85297697533,1054.21959331119,578.659465971251,287,291,Wilmink
1767_5,1.46390705922102,TRUE,1.49011611938477e-08,-519.999842887787,1049.99968577557,1068.34909039048,612.904829118621,286,290,Wilmink
1856_7,1.28296191040047,TRUE,1.49011611938477e-08,-526.778122502878,1063.55624500576,1082.35075387514,515.195265487528,313,317,Wilmink
1966_2,1.91438489971669,TRUE,1.49011611938477e-08,-676.401553014949,1362.8031060299,1381.76817407182,1187.4177323413,324,328,Wilmink
